seed,load,tau_ms,cv,policy,requests,on_time_fraction_pct,late_fraction_pct,shed_fraction_pct,normalized_network_waste
200,0.6,0.0,0.5,DA-BALS-Adaptive,303,89.76897689768977,0.33003300330033003,9.900990099009901,0.0
200,0.6,0.0,0.5,DA-BALS-Stabilized,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,0.0,1.0,DA-BALS-NoMargin,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.6,0.0,1.0,DA-BALS-FixedMargin,303,85.14851485148515,0.9900990099009901,13.861386138613863,0.0
200,0.6,0.0,1.0,DA-BALS-Adaptive,303,86.46864686468648,0.9900990099009901,12.541254125412541,0.0
200,0.6,0.0,1.0,DA-BALS-Stabilized,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.6,10.0,0.0,DA-BALS-NoMargin,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,10.0,0.0,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
200,0.6,10.0,0.0,DA-BALS-Adaptive,303,92.73927392739274,0.0,7.2607260726072615,0.0
200,0.6,10.0,0.0,DA-BALS-Stabilized,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,10.0,0.5,DA-BALS-NoMargin,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,10.0,0.5,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
200,0.6,10.0,0.5,DA-BALS-Adaptive,303,89.76897689768977,0.33003300330033003,9.900990099009901,0.0
200,0.6,10.0,0.5,DA-BALS-Stabilized,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,10.0,1.0,DA-BALS-NoMargin,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.6,10.0,1.0,DA-BALS-FixedMargin,303,85.14851485148515,0.9900990099009901,13.861386138613863,0.0
200,0.6,10.0,1.0,DA-BALS-Adaptive,303,86.46864686468648,0.9900990099009901,12.541254125412541,0.0
200,0.6,10.0,1.0,DA-BALS-Stabilized,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.6,50.0,0.0,DA-BALS-NoMargin,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,50.0,0.0,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
200,0.6,50.0,0.0,DA-BALS-Adaptive,303,92.73927392739274,0.0,7.2607260726072615,0.0
200,0.6,50.0,0.0,DA-BALS-Stabilized,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,50.0,0.5,DA-BALS-NoMargin,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,50.0,0.5,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
200,0.6,50.0,0.5,DA-BALS-Adaptive,303,89.76897689768977,0.33003300330033003,9.900990099009901,0.0
200,0.6,50.0,0.5,DA-BALS-Stabilized,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,50.0,1.0,DA-BALS-NoMargin,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.6,50.0,1.0,DA-BALS-FixedMargin,303,85.14851485148515,0.9900990099009901,13.861386138613863,0.0
200,0.6,50.0,1.0,DA-BALS-Adaptive,303,86.46864686468648,0.9900990099009901,12.541254125412541,0.0
200,0.6,50.0,1.0,DA-BALS-Stabilized,303,90.75907590759076,2.31023102310231,6.9306930693069315,0.0
200,0.8,0.0,0.0,DA-BALS-NoMargin,422,83.41232227488152,0.23696682464454977,16.350710900473935,0.0
200,0.8,0.0,0.0,DA-BALS-FixedMargin,422,78.67298578199052,0.0,21.32701421800948,0.0
200,0.8,0.0,0.0,DA-BALS-Adaptive,422,82.46445497630332,0.23696682464454977,17.298578199052134,0.0
200,0.8,0.0,0.0,DA-BALS-Stabilized,422,83.41232227488152,0.23696682464454977,16.350710900473935,0.0
200,0.8,0.0,0.5,DA-BALS-NoMargin,422,82.70142180094787,0.9478672985781991,16.350710900473935,0.0
200,0.8,0.0,0.5,DA-BALS-FixedMargin,422,78.19905213270142,0.47393364928909953,21.32701421800948,0.0
200,0.8,0.0,0.5,DA-BALS-Adaptive,422,81.04265402843602,0.47393364928909953,18.48341232227488,0.0
200,0.8,0.0,0.5,DA-BALS-Stabilized,422,82.70142180094787,0.9478672985781991,16.350710900473935,0.0
200,0.8,0.0,1.0,DA-BALS-NoMargin,422,80.09478672985783,3.3175355450236967,16.587677725118482,0.0
200,0.8,0.0,1.0,DA-BALS-FixedMargin,422,76.06635071090048,2.132701421800948,21.80094786729858,0.0
200,0.8,0.0,1.0,DA-BALS-Adaptive,422,74.40758293838863,1.4218009478672986,24.170616113744074,0.0
